statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,scope,v5_compatible,needs_repair
S0695,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,424,0.75 constant justification,Q_{\rm R2Q}>0.75.,theorem_or_unspecified,True,False
S0696,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,432,certificate result statement,CoveringLocalization is closed for the audited candidate set.,candidate_set,True,False
S0697,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,432,continuous/discrete scope statement,CoveringLocalization is closed for the audited candidate set.,candidate_set,True,False
S0698,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,434,continuous/discrete scope statement,It remains conditional as a continuous all-\(x\) theorem.,theorem_or_unspecified,True,False
S0699,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,436,threshold relevance definition,The global RH bridge remains conditional until continuous window-selection and threshold relevance are proven or accepted as formal assumptions.,theorem_or_unspecified,True,False
S0700,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,436,continuous/discrete scope statement,The global RH bridge remains conditional until continuous window-selection and threshold relevance are proven or accepted as formal assumptions.,theorem_or_unspecified,True,False
S0701,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,7,threshold relevance definition,"**Purpose:** State the conditional theorem: if covering localization and threshold relevance are accepted/proven, then the v5 local R2Q obstruction stack implies an RH-scale prime-counting bound.",theorem_or_unspecified,True,False
S0702,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,13,certificate result statement,The local R2Q obstruction stack is closed in the audited/certificate layer.,candidate_set,True,False
S0703,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,23,threshold relevance definition,\text{Threshold Relevance},theorem_or_unspecified,True,False
S0704,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,52,threshold relevance definition,2. every first-crossing obstruction is threshold-relevant:,theorem_or_unspecified,True,False
S0705,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,52,first-crossing obstruction definition,2. every first-crossing obstruction is threshold-relevant:,theorem_or_unspecified,True,False
S0706,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,54,0.75 constant justification,Q_{\rm R2Q}>0.75.,theorem_or_unspecified,True,False
S0707,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,105,certificate result statement,This row must lie in the audited/certified R2Q/theta row family or in the finite certificate zone.,candidate_set,True,False
S0708,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,109,threshold relevance definition,### Input C — Threshold Relevance,theorem_or_unspecified,True,False
S0709,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,111,first-crossing obstruction definition,Every first-crossing obstruction row satisfies:,theorem_or_unspecified,True,False
S0710,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,115,0.75 constant justification,Q_{\rm R2Q}(J_0)>0.75.,theorem_or_unspecified,True,False
S0711,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,119,threshold relevance definition,This is the threshold relevance input.,theorem_or_unspecified,True,False
S0712,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,125,continuous/discrete scope statement,### Input D — Endpoint sign split,theorem_or_unspecified,True,False
S0713,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,127,continuous/discrete scope statement,The endpoint sign is raw:,theorem_or_unspecified,True,False
S0714,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,157,certificate result statement,No neutral rows exist in the audited row set:,candidate_set,True,False
S0715,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,165,certificate result statement,### Input E — Finite certificate coverage,theorem_or_unspecified,True,False
S0716,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,173,certificate result statement,and all named finite exceptions are covered by finite certificates.,theorem_or_unspecified,True,False
S0717,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,204,0.75 constant justification,Q_{\rm R2Q}\le0.305<0.75.,theorem_or_unspecified,True,False
S0718,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,207,direct threshold sign compatibility,### Direct threshold sign,theorem_or_unspecified,True,False
S0719,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,210,0.75 constant justification,Q_{\rm R2Q}>0.75,theorem_or_unspecified,True,False
S0720,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,218,0.75 constant justification,"E_\theta<0,\quad Q_{\rm R2Q}\le0.75",theorem_or_unspecified,True,False
S0721,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,252,0.75 constant justification,Q_{\rm R2Q}(J_0)\le0.305<0.75.,theorem_or_unspecified,True,False
S0722,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,255,threshold relevance definition,But threshold relevance says a first-crossing obstruction row must satisfy:,theorem_or_unspecified,True,False
S0723,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,255,first-crossing obstruction definition,But threshold relevance says a first-crossing obstruction row must satisfy:,theorem_or_unspecified,True,False
S0724,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,258,0.75 constant justification,Q_{\rm R2Q}(J_0)>0.75.,theorem_or_unspecified,True,False
S0725,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,263,threshold relevance definition,"Equivalently, if one starts from threshold relevance:",theorem_or_unspecified,True,False
S0726,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,266,0.75 constant justification,"Q_{\rm R2Q}(J_0)>0.75,",theorem_or_unspecified,True,False
S0727,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,269,direct threshold sign compatibility,then direct threshold sign gives:,theorem_or_unspecified,True,False
S0728,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,295,direct threshold sign compatibility,"This does not contradict direct threshold sign, because direct sign also sends threshold rows negative.",theorem_or_unspecified,True,False
S0729,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,299,continuous/discrete scope statement,The EndpointSign audit supports:,theorem_or_unspecified,True,False
S0730,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,321,continuous/discrete scope statement,\text{lower first-crossing candidate},candidate_set,True,False
S0731,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,359,certificate result statement,in the audited row set.,candidate_set,True,False
S0732,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,374,threshold relevance definition,4. every first-crossing obstruction row is threshold-relevant:,theorem_or_unspecified,True,False
S0733,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,374,first-crossing obstruction definition,4. every first-crossing obstruction row is threshold-relevant:,theorem_or_unspecified,True,False
S0734,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,376,0.75 constant justification,Q_{\rm R2Q}(J_0)>0.75;,theorem_or_unspecified,True,False
S0735,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,378,certificate result statement,5. finite-zone rows and finite exceptions are certificate-covered;,theorem_or_unspecified,True,False
S0736,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,423,threshold relevance definition,By threshold relevance:,theorem_or_unspecified,True,False
S0737,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,426,0.75 constant justification,Q_{\rm R2Q}(J_0)>0.75.,theorem_or_unspecified,True,False
S0738,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,442,0.75 constant justification,"Q_{\rm R2Q}(J_0)\le0.305<0.75,",theorem_or_unspecified,True,False
S0739,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,455,first-crossing obstruction definition,The lower branch is O2/B3/finite/non-surviving safe. Therefore it cannot be a surviving unrepaid first-crossing obstruction.,theorem_or_unspecified,True,False
S0740,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,477,threshold relevance definition,It does not independently prove threshold relevance.,theorem_or_unspecified,True,False
S0741,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,479,certificate result statement,It does not replace finite certificates.,theorem_or_unspecified,True,False
S0742,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,503,certificate result statement,Prime_Mesh_R2Q_FiniteCertificate_Index_v1.md,theorem_or_unspecified,True,False
S0743,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,507,continuous/discrete scope statement,Prime_Mesh_R2Q_EndpointMotion_DirectThresholdSign_Closure_Update_v1.md,theorem_or_unspecified,True,False
S0744,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,518,FullFCL threshold statement,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,theorem_or_unspecified,True,False
S0745,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,537,threshold relevance definition,### Assumption 2 — Threshold Relevance,theorem_or_unspecified,True,False
S0746,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,540,first-crossing obstruction definition,\text{first-crossing obstruction row},theorem_or_unspecified,True,False
S0747,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,542,0.75 constant justification,Q_{\rm R2Q}>0.75.,theorem_or_unspecified,True,False
S0748,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,557,threshold relevance definition,"> Conditional on the covering localization and threshold relevance inputs, the v5 local R2Q obstruction stack rules out any RH-scale first crossing. Upper crossings are subthreshold by positive harmlessness; lower crossings are O2/B3/finite safe; neutral rows are empty.",theorem_or_unspecified,True,False
S0749,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,557,subthreshold non-obstruction statement,"> Conditional on the covering localization and threshold relevance inputs, the v5 local R2Q obstruction stack rules out any RH-scale first crossing. Upper crossings are subthreshold by positive harmlessness; lower crossings are O2/B3/finite safe; neutral rows are empty.",theorem_or_unspecified,True,False
S0750,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,573,0.75 constant justification,> \(Q_{\rm R2Q}>0.75\) implies \(Q_{\Delta D}>0.75\).,theorem_or_unspecified,True,False
S0751,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,601,continuous/discrete scope statement,If focusing on the classical endpoint:,theorem_or_unspecified,True,False
S0752,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,611,continuous/discrete scope statement,"The v5 local obstruction stack, endpoint sign split, and conditional GlobalBridge architecture are now aligned.",theorem_or_unspecified,True,False
S0753,Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalBridge_to_RH_Conditional_Theorem_Target_v1.md,613,threshold relevance definition,"The global RH conclusion remains conditional on covering localization, threshold relevance, and exact RH-scale normalization.",theorem_or_unspecified,True,False
S0754,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,6,continuous/discrete scope statement,"**Status:** Consolidated conditional assembly update after H-Exc, EndpointMotion, O2, B3, and NeutralClause closures",theorem_or_unspecified,True,False
S0755,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,19,certificate result statement,\text{Conditional RH assembly with local row-class obstruction stack closed in the audited/certificate layer.},candidate_set,True,False
S0756,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,32,continuous/discrete scope statement,2. **EndpointMotion direct threshold sign**,theorem_or_unspecified,True,False
S0757,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,32,direct threshold sign compatibility,2. **EndpointMotion direct threshold sign**,theorem_or_unspecified,True,False
S0758,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,34,0.75 constant justification,Q_{\rm R2Q}>0.75\Rightarrow E_\theta<0.,theorem_or_unspecified,True,False
S0759,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,39,0.75 constant justification,E_\theta>0\Rightarrow Q_{\rm R2Q}\le0.305<0.75.,theorem_or_unspecified,True,False
S0760,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,44,0.75 constant justification,"E_\theta<0,\quad Q_{\rm R2Q}\le0.75",theorem_or_unspecified,True,False
S0761,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,60,certificate result statement,in the audited row set.,candidate_set,True,False
S0762,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,62,certificate result statement,"Together, these close the local row-class obstruction system in the audited Route-A SR11/R2Q stack.",candidate_set,True,False
S0763,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,92,continuous/discrete scope statement,On the positive endpoint branch:,theorem_or_unspecified,True,False
S0764,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,107,0.75 constant justification,0.75.,theorem_or_unspecified,True,False
S0765,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,126,continuous/discrete scope statement,### Class P — Positive endpoint rows,theorem_or_unspecified,True,False
