candidate_id,block_id,E_theta,E_theta_sign,DeltaD,DeltaD_sign,Q_delta_D,Q_R2Q,sign_consistent,sign_inconsistent_flag,sign_inconsistent_positive_harmless,sign_inconsistent_threshold_relevant,sign_inconsistent_forbidden,row_status
hexc_01117,1118,15.682850383299574,positive,-16.359500318299524,negative,0.058779992274427866,0.0601487557243022,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01118,1119,16.243098978991835,positive,-16.919748913991953,negative,0.05690668294648621,0.0582828772431081,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01119,1120,18.00230629589445,positive,-18.678956230894983,negative,0.05172970194951253,0.0527444806986635,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01120,1121,17.99749964331236,positive,-18.6741495783117,negative,0.051742563711098054,0.0530767721992064,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01121,1122,18.04925782420945,positive,-18.725907759209804,negative,0.051604403230100855,0.0522201061251438,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01122,1123,18.048867004843707,positive,-18.725516939844056,negative,0.051605443698363895,0.053034220917429,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01123,1124,13.991439071596847,positive,-14.6680890065968,negative,0.0652659837587084,0.0669522536547854,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01124,1125,17.99737316692889,positive,-18.67402310192847,negative,0.05174290222611188,0.0528549473289295,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01125,1126,17.51138276795161,positive,-18.188032702951205,negative,0.05307720001221168,0.0541033015819134,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01126,1127,19.220203925752426,positive,-19.896853860753254,negative,0.048664621246904106,0.049416511214896,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01127,1128,15.367323782212054,positive,-16.043973717211884,negative,0.05989031457533751,0.0604191265689465,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01128,1129,13.228063157032665,positive,-13.904713092032694,negative,0.06868635394823047,0.0696682143827288,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01129,1130,18.01203178779059,positive,-18.68868172279053,negative,0.051703697775664595,0.0527576768807692,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01130,1131,19.22026535507516,positive,-19.89691529007541,negative,0.04866447580605059,0.0496773189685459,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01131,1132,17.997369931224423,positive,-18.674019866224626,negative,0.0517429108865596,0.0533559352645015,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01132,1133,17.997506293608623,positive,-18.67415622860881,negative,0.05174254591165383,0.0532612509449289,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01133,1134,19.219801007607728,positive,-19.89645094260777,negative,0.048665575222613,0.0500841735521508,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01134,1135,16.229052464813922,positive,-16.90570239981389,negative,0.056952190500262345,0.0598227360923421,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01135,1136,7.682199026000504,positive,-8.358848961000504,negative,0.1108886263423026,0.1166604661931528,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01136,1137,16.514267345217604,positive,-17.19091728021749,negative,0.05604219039259316,0.0579228585683904,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01137,1138,16.326737110135454,positive,-17.003387045135696,negative,0.05663721221738835,0.0576878486927585,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01138,1139,16.33954877045278,positive,-17.016198705452553,negative,0.05659615993749024,0.0577584668244067,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01139,1140,17.51100066583287,positive,-18.187650600832967,negative,0.05307827614774356,0.054684290006421,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01140,1141,18.00502148402492,positive,-18.68167141902541,negative,0.0517224394058356,0.0527310857325823,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01141,1142,17.51150189037892,positive,-18.188151825379464,negative,0.0530768645299911,0.0546230160820673,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01142,1143,17.5133464210488,positive,-18.18999635604814,negative,0.05307167035440622,0.0541159908639181,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01143,1144,16.230021486411005,positive,-16.90667142141092,negative,0.056949048751407806,0.059307463297189,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01144,1145,16.230024644085017,positive,-16.90667457908512,negative,0.056949038514206414,0.0583819238538428,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01145,1146,19.22043154559044,positive,-19.89708148058889,negative,0.04866408233560764,0.0494756295158382,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01146,1147,13.232962864995075,positive,-13.909612799994989,negative,0.06866325829617478,0.0696981157976294,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01147,1148,16.339412150117706,positive,-17.016062085117483,negative,0.05659659739490544,0.0585439458953165,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01148,1149,19.22023066697293,positive,-19.89688060197296,negative,0.048664557933938805,0.0502751394000731,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01149,1150,16.336623603317918,positive,-17.013273538318117,negative,0.05660552778080218,0.0572889911098015,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01150,1151,16.230120948352898,positive,-16.906770883353147,negative,0.05694872629683948,0.0583189578507988,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01151,1152,17.51315292772562,positive,-18.189802862725628,negative,0.05307221518150257,0.0536493335791564,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01152,1153,19.219425441236734,positive,-19.89607537623669,negative,0.04866646447212173,0.0500916480596878,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01153,1154,18.003740984666017,positive,-18.680390919666024,negative,0.05172586421191102,0.0531896390827967,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01154,1155,18.00517690664068,positive,-18.68182684164094,negative,0.05172202374548605,0.0532792716347628,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01155,1156,16.25010283741915,positive,-16.92675277241915,negative,0.05688401916746956,0.0577392055749262,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01156,1157,18.003731919658925,positive,-18.68038185465957,negative,0.051725888458673056,0.052449097351866,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01157,1158,17.50341647755884,positive,-18.180066412559427,negative,0.053099644950139725,0.0548992148437754,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01158,1159,18.00552509003229,positive,-18.68217502503194,negative,0.05172109259230597,0.0528393789272466,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01159,1160,19.22020353876848,positive,-19.896853473768715,negative,0.04866462216313359,0.0495283809568822,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01160,1161,16.338229548471332,positive,-17.014879483471304,negative,0.056600384360144654,0.0585377659146537,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01161,1162,16.52506463652532,positive,-17.201714571525372,negative,0.056008311530142164,0.0573022479213347,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01162,1163,16.339673051030964,positive,-17.016322986031355,negative,0.056595761997769285,0.0586968995381285,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01163,1164,19.21967560614713,positive,-19.896325541147235,negative,0.04866587213905448,0.0497916518374952,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01164,1165,18.0051842529694,positive,-18.68183418796889,negative,0.05172200409871727,0.0523424802961385,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01165,1166,17.512057205914747,positive,-18.18870714091463,negative,0.05307530066136763,0.0550760585666167,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01166,1167,18.0120229526328,positive,-18.68867288763249,negative,0.051703721387387415,0.0527240326383938,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01167,1168,19.22051781963217,positive,-19.89716775463239,negative,0.0486638780768542,0.0499181365283003,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01168,1169,18.0053342333602,positive,-18.68198416836003,negative,0.05172160299962596,0.0526897268156398,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01169,1170,16.525060081664968,positive,-17.201710016664947,negative,0.05600832581337931,0.0577275682750923,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01170,1171,17.5133555177593,positive,-18.19000545275867,negative,0.05307164474070027,0.053558207608188,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01171,1172,17.50275694882216,positive,-18.179406883821684,negative,0.05310150401588995,0.0549840791501077,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01172,1173,17.146484040466788,positive,-17.8231339754675,negative,0.05412514707613654,0.0557750751240321,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01173,1174,19.220529653584467,positive,-19.89717958858455,negative,0.04866385005942463,0.0492944218218632,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01174,1175,15.682620114466232,positive,-16.359270049465977,negative,0.058780787573335276,0.0608489823387839,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01175,1176,17.50301967789472,positive,-18.17966961289403,negative,0.053100763425102566,0.0551686357806357,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01176,1177,17.511673864104264,positive,-18.188323799104182,negative,0.05307638021113993,0.0541493262269027,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01177,1178,16.323723494950226,positive,-17.000373429950287,negative,0.05664687736574257,0.0581067238097937,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01178,1179,18.00647889418013,positive,-18.68312882918053,negative,0.05171854198818032,0.0534641342034545,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01179,1180,18.00240365585222,positive,-18.679053590852163,negative,0.05172944149734134,0.0531932038027157,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01180,1181,19.220426317523263,positive,-19.89707625252413,negative,0.048664094713418475,0.0504180546017721,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01181,1182,16.496689211882636,positive,-17.17333914688288,negative,0.05609743336174263,0.0581312364374822,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01182,1183,17.50310710999216,positive,-18.179757044991675,negative,0.053100516972733026,0.0542251619253325,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01183,1184,16.33901314963662,positive,-17.0156630846368,negative,0.05659787503052725,0.0587979559752038,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01184,1185,18.002371628390115,positive,-18.67902156339005,negative,0.05172952717521143,0.0527304486763606,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01185,1186,18.01201976398525,positive,-18.688669698984995,negative,0.05170372990896836,0.0532380313320722,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01186,1187,17.503125766831587,positive,-18.17977570183212,negative,0.05310046438339473,0.0546529133139765,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01187,1188,16.242253294220024,positive,-16.918903229219723,negative,0.05690942071859925,0.0579233664053522,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01188,1189,16.337837871874388,positive,-17.014487806874058,negative,0.05660163871128849,0.0579572781844086,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01189,1190,17.51430314571484,positive,-18.19095308071519,negative,0.05306897662981806,0.0546547784088785,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01190,1191,18.005033425030863,positive,-18.681683360031457,negative,0.051722407470718296,0.0537636723765154,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01191,1192,18.006589886300457,positive,-18.68323982130096,negative,0.05171824519624445,0.0537690815764019,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01192,1193,19.220230289921734,positive,-19.896880224921915,negative,0.0486645588266508,0.0501551319285789,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01193,1194,16.23056787871789,positive,-16.907217813718034,negative,0.056947277398347804,0.0576454444892701,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01194,1195,18.04902094600996,positive,-18.725670881010046,negative,0.05160503385978136,0.0531234516953333,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01195,1196,17.50314571250496,positive,-18.17979564750567,negative,0.05310040816124259,0.0546575804301915,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01196,1197,16.25014887301157,positive,-16.926798808011426,negative,0.056883870260632956,0.0591767793252844,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01197,1198,17.503141734452274,positive,-18.179791669452243,negative,0.053100419374423904,0.0540053006478409,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01198,1199,11.778048870408291,positive,-12.454698805408327,negative,0.0762788505112386,0.0773429809248389,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01199,1200,13.637468192533492,positive,-14.314118127533447,negative,0.0668086457146189,0.0676804907283951,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01200,1201,17.53596700303238,positive,-18.212616938032625,negative,0.05300805363016413,0.0541123728605688,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01201,1202,19.220514655290945,positive,-19.89716459029114,negative,0.0486638855685838,0.0500681122179068,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01202,1203,18.048873727660222,positive,-18.725523662659725,negative,0.05160542580002691,0.0534687166989851,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01203,1204,17.512246294101505,positive,-18.18889622910137,negative,0.05307476817598365,0.0533838541467366,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01204,1205,16.22952804312963,positive,-16.906177978129563,negative,0.05695064854331294,0.0588391431046485,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01205,1206,16.326207188898582,positive,-17.002857123898593,negative,0.0566389115210774,0.0576972499092111,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01206,1207,16.495300552818737,positive,-17.171950487818776,negative,0.056101802154388314,0.0585308390628215,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01207,1208,16.243100212666345,positive,-16.91975014766649,negative,0.056906678952850474,0.0583791167720737,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01208,1209,17.51228845078218,positive,-18.18893838578242,negative,0.053074649461318596,0.0552477469879636,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01209,1210,19.21936723752058,positive,-19.89601717252117,negative,0.048666602287226086,0.0502961014855357,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01210,1211,17.51225771855502,positive,-18.18890765355536,negative,0.053074736004277624,0.0544964114389901,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01211,1212,14.776042007222792,positive,-15.4526919422226,negative,0.06208805266098926,0.0628547651992971,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01212,1213,13.991454498096363,positive,-14.668104433096346,negative,0.06526591807924,0.0680971441582546,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01213,1214,19.22042616210276,positive,-19.8970760971024,negative,0.048664095081384195,0.0492954387906353,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01214,1215,16.229521132273682,positive,-16.90617106727359,negative,0.056950670949629106,0.0588988442425862,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01215,1216,17.535967502054422,positive,-18.212617437055087,negative,0.05300805222842838,0.0541406508320508,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01216,1217,17.9975162689701,positive,-18.674166203970344,negative,0.05174251921272903,0.0534149386688814,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01217,1218,17.51330826500688,positive,-18.18995820000692,negative,0.053071777791056936,0.0547102046489548,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01218,1219,17.513499486338745,positive,-18.1901494213389,negative,0.0530712393701091,0.0543187954462519,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01219,1220,15.685689075618289,positive,-16.362339010618143,negative,0.058770189810050014,0.0599169349585089,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01220,1221,17.146561466241604,positive,-17.82321140124168,negative,0.054124920330489844,0.0557012615372335,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01221,1222,17.512270037108657,positive,-18.188919972108124,negative,0.0530747013147905,0.0544056248012128,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01222,1223,19.21980080907446,positive,-19.896450744074173,negative,0.048665575692681935,0.0500016508242014,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01223,1224,15.363754460781138,positive,-16.040404395781252,negative,0.059903114728909336,0.0605715274214732,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01224,1225,17.99736966158191,positive,-18.674019596582184,negative,0.05174291160826502,0.0528018279129453,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01225,1226,18.005197228750472,positive,-18.68184716375072,negative,0.051721969396777034,0.0530676064879347,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01226,1227,13.637731899935837,positive,-14.31438183493583,negative,0.06680746930561109,0.0675544847184339,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01227,1228,17.503404970062665,positive,-18.18005490506312,negative,0.05309967738611247,0.0550486957228522,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01228,1229,19.22023220825092,positive,-19.896882143251787,negative,0.0486645542847902,0.0497381509976261,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01229,1230,17.5129941014033,positive,-18.18964403640348,negative,0.05307266240365666,0.0544253157005279,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01230,1231,19.21962325161272,positive,-19.89627318661224,negative,0.048665996101376764,0.0497866222158572,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01231,1232,19.220431181842184,positive,-19.897081116841942,negative,0.04866408319680939,0.0497481806740492,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01232,1233,18.049318368288585,positive,-18.725968303288937,negative,0.05160424204892107,0.0533554619999509,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01233,1234,17.511500465815505,positive,-18.18815040081517,negative,0.05307686854193426,0.054893244927348,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01234,1235,17.505324594728904,positive,-18.181974529728905,negative,0.05309426712230041,0.0548802733348801,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01235,1236,18.012022642625844,positive,-18.688672577625766,negative,0.05170372221587376,0.0526178784625598,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01236,1237,19.2202284046636,positive,-19.89687833966309,negative,0.04866456329021272,0.0499289457582351,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01237,1238,17.513351689494424,positive,-18.19000162449447,negative,0.05307165551998602,0.0541693985501834,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01238,1239,17.503147554190647,positive,-18.179797489190605,negative,0.05310040296996843,0.0540306422510587,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01239,1240,19.22020144508348,positive,-19.896851380082808,negative,0.0486646271201823,0.0497429223679394,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01240,1241,16.525294507584782,positive,-17.201944442585045,negative,0.05600759070456871,0.0568777991674119,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01241,1242,16.339381014343942,positive,-17.016030949343985,negative,0.0565966970923952,0.0574527273383092,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01242,1243,18.0120356074775,positive,-18.688685542477288,negative,0.05170368756765949,0.0534700948311592,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01243,1244,17.502553029235305,positive,-18.17920296423563,negative,0.05310207884647984,0.0541241277962125,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01244,1245,17.50535048728996,positive,-18.18200042229,negative,0.0530941941543253,0.0544483994163014,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01245,1246,17.51140676891976,positive,-18.18805670391976,negative,0.0530771324184023,0.0538157413221827,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01246,1247,17.50277297760425,positive,-18.179422912604423,negative,0.05310145883275457,0.053939505601574,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01247,1248,17.51310592067998,positive,-18.189755855680232,negative,0.05307234754286002,0.053791839156681,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01248,1249,16.228242921846906,positive,-16.904892856847255,negative,0.05695481545531473,0.0588533961673744,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01249,1250,16.238145080051126,positive,-16.914795015051368,negative,0.05692272416669322,0.0582871795959794,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01250,1251,16.230708243076382,positive,-16.907358178076265,negative,0.056946822367929396,0.0576765885135855,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01251,1252,17.5050628933838,positive,-18.181712828383752,negative,0.0530950046356205,0.0549550380031999,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01252,1253,19.22045627024118,positive,-19.89710620524238,negative,0.048664023798405925,0.0501964922524844,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01253,1254,19.22047169597078,positive,-19.89712163097101,negative,0.04866398727706317,0.0499339613526072,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01254,1255,17.53596867831969,positive,-18.212618613320046,negative,0.05300804892433632,0.0541834620826938,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01255,1256,18.00501963321198,positive,-18.68166956821188,negative,0.05172244435566577,0.0526369272801094,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01256,1257,16.24251508536547,positive,-16.919165020365654,negative,0.056908573182592584,0.0583171498986228,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01257,1258,18.002214863480003,positive,-18.67886479847948,negative,0.05172994654701853,0.0539744023408078,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01258,1259,16.338991086428774,positive,-17.01564102142902,negative,0.05659794568059649,0.058713318484109,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01259,1260,17.50284958058028,positive,-18.179499515579664,negative,0.053101242899579855,0.0547342177082776,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01260,1261,16.230710018049844,positive,-16.907359953049763,negative,0.05694681661390198,0.0579399010587369,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01261,1262,19.22052580483748,positive,-19.89717573983762,negative,0.0486638591715077,0.049249868910108,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01262,1263,17.99751679694253,positive,-18.674166731942933,negative,0.051742517799618866,0.052871240885929,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01263,1264,17.503111695960275,positive,-18.179761630960456,negative,0.05310050404593549,0.0539675224819918,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01264,1265,17.512239651068523,positive,-18.1888895860684,negative,0.053074786883042006,0.0544460077514335,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01265,1266,16.525198726236486,positive,-17.201848661236454,negative,0.0560078910517598,0.0577216447970325,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01266,1267,19.219334441612435,positive,-19.89598437661334,negative,0.04866667994191555,0.049805640280033,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01267,1268,17.512299455025804,positive,-18.18894939002621,negative,0.05307461847307703,0.0545606120733685,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01268,1269,19.219350841356142,positive,-19.896000776354413,negative,0.04866664111029627,0.0497996713554166,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01269,1270,17.514296771308683,positive,-18.19094670630875,negative,0.05306899457649487,0.0550705480955389,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01270,1271,16.24894312479542,positive,-16.925593059795574,negative,0.0568877706337781,0.059271953542285,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01271,1272,17.5131043342904,positive,-18.18975426929046,negative,0.05307235200979022,0.0544393555110509,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01272,1273,17.51311463666059,positive,-18.189764571660817,negative,0.0530723230005526,0.0544678837576993,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01273,1274,16.33781058520176,positive,-17.014460520201737,negative,0.0566017260994061,0.057251626550972,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01274,1275,13.23203495276382,positive,-13.908684887763911,negative,0.06866763098527828,0.0696452439290524,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01275,1276,19.220489915550687,positive,-19.89713985055096,negative,0.04866394414118523,0.050311318429549,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01276,1277,19.219334372093368,positive,-19.895984307093386,negative,0.04866668010652204,0.0496766761936376,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01277,1278,10.938069009656688,positive,-11.614718944656689,negative,0.08149679599182562,0.0849231420569244,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01278,1279,14.76834993012118,positive,-15.44499986512119,negative,0.06211770621697162,0.0645048251789462,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01279,1280,17.51225932453802,positive,-18.188909259538377,negative,0.053074731481769936,0.0551190930242849,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01280,1281,17.5027093031323,positive,-18.179359238132747,negative,0.05310163832360279,0.0536516899731995,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01281,1282,19.22052875091576,positive,-19.897178685916515,negative,0.04866385219653506,0.0496609063716962,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01282,1283,18.04933942345705,positive,-18.7259893584569,negative,0.051604185995831414,0.0529500676287697,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01283,1284,19.2193340079458,positive,-19.89598394294626,negative,0.04866668096875907,0.049787894958497,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01284,1285,16.24307586354593,positive,-16.919725798546096,negative,0.05690675777562506,0.0587082727437811,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01285,1286,19.21968926354487,positive,-19.8963391985435,negative,0.04866583980188389,0.0496823151673968,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01286,1287,18.003734788764884,positive,-18.68038472376429,negative,0.05172588078448405,0.0525817042568226,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01287,1288,19.22048930052128,positive,-19.897139235521536,negative,0.04866394559730058,0.0501959749673639,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01288,1289,18.00531610983449,positive,-18.68196604483456,negative,0.05172165146783051,0.0536015516780141,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01289,1290,14.77737883885844,positive,-15.454028773858454,negative,0.06208290195718853,0.0644944161361092,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01290,1291,18.005145458392903,positive,-18.68179539339235,negative,0.05172210784975528,0.0532051415742351,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01291,1292,16.339024711978958,positive,-17.015674646979278,negative,0.05659783800605076,0.0580245314114383,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01292,1293,19.220513752608696,positive,-19.89716368760856,negative,0.048663887705726945,0.0499184438155427,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01293,1294,14.050773577392423,positive,-14.72742351239242,negative,0.06501433598088063,0.0679278337612325,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01294,1295,18.005525413203934,positive,-18.6821753482036,negative,0.05172109172805777,0.0526245268308028,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01295,1296,18.002411447369376,positive,-18.679061382369586,negative,0.05172942065400399,0.0522538393662541,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_01296,1297,18.04885219314561,positive,-18.72550212814531,negative,0.0516054831319868,0.0529970796372931,False,True,True,False,False,sign_inconsistent_positive_harmless
