block_id,p_star_proj,depth_bin,y,h,D_y,D_y_plus_h,observed_delta,denom_sqrt_h_logB,Q_max,is_tail,mu_bin,scale_bin,hi,p_star_fcl,theta_local_sign,near_forbidden_R2Q,forbidden_R2Q,finite_certificate_flag,covered_flag,B3_block_pass,positive_harmless_flag,negative_transfer_flag,O2_B3_repaid_flag,Q_R2Q,E_theta_local,x,post_P0,source_coordinate,side,p_star,right_endpoint,E_theta,E_theta_sign,post_P0_flag,finite_zone_flag,near_forbidden_flag,forbidden_flag,D_start,D_end,DeltaD,DeltaD_sign,Q_delta_D,bridge_excursion_raw,bridge_excursion_signed,bridge_excursion_argmax,bridge_path_n_samples,Q_exc,candidate_id,right_endpoint_hexc,C_minus_flag,O2_applicable_flag,B3_applicable_flag,coordinate_available_flag,endpoint_exclusion_flag,endpoint_exclusion_Q,endpoint_exclusion_harmful_flag,Q_formula_sum,formula_residual,abs_formula_residual,formula_residual_frac,primitive_available_flag,instrumentation_gap_flag,threshold_relevant_flag,pos_harm_antecedent,pos_harm_consequent,pos_harm_prim_violation,pos_harm_instrumentation_gap,neg_transfer_antecedent,neg_transfer_consequent,neg_transfer_prim_violation,sign_consistent,sign_inconsistent_flag,sign_inconsistent_positive_harmless,sign_inconsistent_threshold_relevant,sign_inconsistent_forbidden,formula_residual_cap_violation,threshold_relevant_missing_primitives,positive_missing_primitive_rows_flag,row_status
1121,178036589,0.50-0.55,178036588,1,-6675.193211220537,-6693.8673607988485,-18.6741495783117,360.9049926976532,0.0530767721992064,False,0.50-1.00,100M<=p<500M,178036589,178036589,positive,False,False,True,True,True,True,False,False,0.0530767721992064,17.99749964331236,178036589,False,theta_local,positive,178036589,178036589,17.99749964331236,positive,False,True,False,False,-6675.193211220537,-6693.8673607988485,-18.6741495783117,negative,0.051742563711098054,0.0,0.0,178036588,2,0.0,hexc_01120,178036589,False,True,True,True,False,0.0,False,0.051742563711098054,0.0013342084881083488,0.0013342084881083488,0.025137332826134024,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1122,187494079,0.50-0.55,187494078,1,-6866.750823733983,-6885.476731493192,-18.725907759209804,362.8742236532052,0.0522201061251438,False,0.25-0.50,100M<=p<500M,187494079,187494079,positive,False,False,True,True,True,True,False,False,0.0522201061251438,18.04925782420945,187494079,False,theta_local,positive,187494079,187494079,18.04925782420945,positive,False,True,False,False,-6866.750823733983,-6885.476731493192,-18.725907759209804,negative,0.051604403230100855,9.094947017729282e-13,9.094947017729282e-13,187494079,2,2.5063634793804536e-15,hexc_01121,187494079,False,True,True,True,False,0.0,False,0.05160440323010336,0.0006157028950404403,0.0006157028950404403,0.011790533201233412,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1123,187420817,0.50-0.55,187420816,1,-6848.270218837834,-6866.995735777678,-18.725516939844056,362.85933416822326,0.053034220917429,False,>=1.00,100M<=p<500M,187420817,187420817,positive,False,False,True,True,True,True,False,False,0.053034220917429,18.048867004843707,187420817,False,theta_local,positive,187420817,187420817,18.048867004843707,positive,False,True,False,False,-6848.270218837834,-6866.995735777678,-18.725516939844056,negative,0.051605443698363895,0.0,0.0,187420816,2,0.0,hexc_01122,187420817,False,True,True,True,False,0.0,False,0.051605443698363895,0.0014287772190651055,0.0014287772190651055,0.026940665750320406,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1124,3241151,0.50-0.55,3241150,1,-897.1308528500433,-911.79894185664,-14.6680890065968,224.74324543740053,0.0669522536547854,False,0.50-1.00,p<100M,3241151,3241151,positive,False,False,True,True,True,True,False,False,0.0669522536547854,13.991439071596847,3241151,False,theta_local,positive,3241151,3241151,13.991439071596847,positive,False,True,False,False,-897.1308528500433,-911.79894185664,-14.6680890065968,negative,0.0652659837587084,1.1368683772161603e-13,1.1368683772161603e-13,3241151,2,5.058520780028608e-16,hexc_01123,3241151,False,True,True,True,False,0.0,False,0.0652659837587089,0.001686269896076495,0.001686269896076495,0.025186155865209912,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1125,178014073,0.50-0.55,178014072,1,-6675.621455988989,-6694.295479090917,-18.67402310192847,360.90018724354985,0.0528549473289295,False,0.50-1.00,100M<=p<500M,178014073,178014073,positive,False,False,True,True,True,True,False,False,0.0528549473289295,17.99737316692889,178014073,False,theta_local,positive,178014073,178014073,17.99737316692889,positive,False,True,False,False,-6675.621455988989,-6694.295479090917,-18.67402310192847,negative,0.05174290222611188,0.0,0.0,178014072,2,0.0,hexc_01124,178014073,False,True,True,True,False,0.0,False,0.05174290222611188,0.0011120451028176215,0.0011120451028176215,0.02103956505522724,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1126,109494269,0.50-0.55,109494268,1,-5234.882492891028,-5253.070525593979,-18.188032702951205,342.6712919816157,0.0541033015819134,False,0.50-1.00,100M<=p<500M,109494269,109494269,positive,False,False,True,True,True,True,False,False,0.0541033015819134,17.51138276795161,109494269,False,theta_local,positive,109494269,109494269,17.51138276795161,positive,False,True,False,False,-5234.882492891028,-5253.070525593979,-18.188032702951205,negative,0.05307720001221168,0.0,0.0,109494268,2,0.0,hexc_01125,109494269,False,True,True,True,False,0.0,False,0.05307720001221168,0.0010261015697017178,0.0010261015697017178,0.018965599874680127,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1127,604676357,0.50-0.55,604676356,1,-12337.595395910224,-12357.492249770978,-19.896853860753254,408.8566467990138,0.049416511214896,True,0.50-1.00,p>=500M,604676357,604676357,positive,False,False,False,True,True,True,False,False,0.049416511214896,19.220203925752426,604676357,True,theta_local,positive,604676357,604676357,19.220203925752426,positive,True,False,False,False,-12337.595395910224,-12357.492249770978,-19.896853860753254,negative,0.048664621246904106,0.0,0.0,604676356,2,0.0,hexc_01126,604676357,False,True,True,True,False,0.0,False,0.048664621246904106,0.0007518899679918936,0.0007518899679918936,0.015215359188797723,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1128,12830347,0.50-0.55,12830346,1,-1802.696006884957,-1818.7399806021688,-16.043973717211884,267.8892877917643,0.0604191265689465,False,0.25-0.50,p<100M,12830347,12830347,positive,False,False,True,True,True,True,False,False,0.0604191265689465,15.367323782212054,12830347,False,theta_local,positive,12830347,12830347,15.367323782212054,positive,False,True,False,False,-1802.696006884957,-1818.7399806021688,-16.043973717211884,negative,0.05989031457533751,0.0,0.0,12830346,2,0.0,hexc_01127,12830347,False,True,True,True,False,0.0,False,0.05989031457533751,0.0005288119936089908,0.0005288119936089908,0.00875239387986756,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1129,1510669,0.50-0.55,1510668,1,-612.1852569920889,-626.0899700841215,-13.904713092032694,202.4377812005104,0.0696682143827288,False,0.25-0.50,p<100M,1510669,1510669,positive,False,False,True,True,True,True,False,False,0.0696682143827288,13.228063157032665,1510669,False,theta_local,positive,1510669,1510669,13.228063157032665,positive,False,True,False,False,-612.1852569920889,-626.0899700841215,-13.904713092032694,negative,0.06868635394823047,0.0,0.0,1510668,2,0.0,hexc_01128,1510669,False,True,True,True,False,0.0,False,0.06868635394823047,0.0009818604344983273,0.0009818604344983273,0.014093377348590935,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1130,180642733,0.50-0.55,180642732,1,-6724.925860588721,-6743.614542311511,-18.68868172279053,361.4573526999599,0.0527576768807692,False,0.50-1.00,100M<=p<500M,180642733,180642733,positive,False,False,True,True,True,True,False,False,0.0527576768807692,18.01203178779059,180642733,False,theta_local,positive,180642733,180642733,18.01203178779059,positive,False,True,False,False,-6724.925860588721,-6743.614542311511,-18.68868172279053,negative,0.051703697775664595,0.0,0.0,180642732,2,0.0,hexc_01129,180642733,False,True,True,True,False,0.0,False,0.051703697775664595,0.0010539791051046021,0.0010539791051046021,0.019977739116272385,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1131,604713503,0.50-0.55,604713502,1,-12321.290560029933,-12341.187475320006,-19.89691529007541,408.8591310296528,0.0496773189685459,True,0.50-1.00,p>=500M,604713503,604713503,positive,False,False,False,True,True,True,False,False,0.0496773189685459,19.22026535507516,604713503,True,theta_local,positive,604713503,604713503,19.22026535507516,positive,True,False,False,False,-12321.290560029933,-12341.187475320006,-19.89691529007541,negative,0.04866447580605059,1.8189894035458565e-12,1.8189894035458565e-12,604713503,2,4.448939171212818e-15,hexc_01130,604713503,False,True,True,True,False,0.0,False,0.04866447580605504,0.0010128431624908604,0.0010128431624908604,0.020388442523079003,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1132,178013497,0.50-0.55,178013496,1,-6672.70036336906,-6691.374383235285,-18.674019866224626,360.9000643037898,0.0533559352645015,False,>=1.00,100M<=p<500M,178013497,178013497,positive,False,False,True,True,True,True,False,False,0.0533559352645015,17.997369931224423,178013497,False,theta_local,positive,178013497,178013497,17.997369931224423,positive,False,True,False,False,-6672.70036336906,-6691.374383235285,-18.674019866224626,negative,0.0517429108865596,0.0,0.0,178013496,2,0.0,hexc_01131,178013497,False,True,True,True,False,0.0,False,0.0517429108865596,0.0016130243779418976,0.0016130243779418976,0.030231395437932972,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1133,178037773,0.50-0.55,178037772,1,-6673.676901467394,-6692.3510576960025,-18.67415622860881,360.9052453756992,0.0532612509449289,False,>=1.00,100M<=p<500M,178037773,178037773,positive,False,False,True,True,True,True,False,False,0.0532612509449289,17.997506293608623,178037773,False,theta_local,positive,178037773,178037773,17.997506293608623,positive,False,True,False,False,-6673.676901467394,-6692.3510576960025,-18.67415622860881,negative,0.05174254591165383,0.0,0.0,178037772,2,0.0,hexc_01132,178037773,False,True,True,True,False,0.0,False,0.05174254591165383,0.0015187050332750723,0.0015187050332750723,0.02851425767009085,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1134,604432771,0.50-0.55,604432770,1,-12301.800135846705,-12321.69658678931,-19.89645094260777,408.8403527872545,0.0500841735521508,True,>=1.00,p>=500M,604432771,604432771,positive,False,False,False,True,True,True,False,False,0.0500841735521508,19.219801007607728,604432771,True,theta_local,positive,604432771,604432771,19.219801007607728,positive,True,False,False,False,-12301.800135846705,-12321.69658678931,-19.89645094260777,negative,0.048665575222613,1.8189894035458565e-12,1.8189894035458565e-12,604432771,2,4.449143513219674e-15,hexc_01133,604432771,False,True,True,True,False,0.0,False,0.04866557522261745,0.001418598329533352,0.001418598329533352,0.028324283479614933,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1135,30372631,0.50-0.55,30372630,1,-2735.0326310978776,-2751.9383334976915,-16.90570239981389,296.84024883531066,0.0598227360923421,False,>=1.00,p<100M,30372631,30372631,positive,False,False,True,True,True,True,False,False,0.0598227360923421,16.229052464813922,30372631,False,theta_local,positive,30372631,30372631,16.229052464813922,positive,False,True,False,False,-2735.0326310978776,-2751.9383334976915,-16.90570239981389,negative,0.056952190500262345,0.0,0.0,30372630,2,0.0,hexc_01134,30372631,False,True,True,True,False,0.0,False,0.056952190500262345,0.0028705455920797554,0.0028705455920797554,0.04798419095456942,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1136,5897,0.50-0.55,5896,1,-35.391694194818555,-43.75054315581906,-8.358848961000504,75.3805799270841,0.1166604661931528,False,0.50-1.00,p<100M,5897,5897,positive,False,False,True,True,True,True,False,False,0.1166604661931528,7.682199026000504,5897,False,theta_local,positive,5897,5897,7.682199026000504,positive,False,True,False,False,-35.391694194818555,-43.75054315581906,-8.358848961000504,negative,0.1108886263423026,0.0,0.0,5896,2,0.0,hexc_01135,5897,False,True,True,True,False,0.0,False,0.1108886263423026,0.0057718398508502106,0.0057718398508502106,0.04947554247977949,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1137,40397051,0.50-0.55,40397050,1,-3174.522026014984,-3191.712943295201,-17.19091728021749,306.7495606397557,0.0579228585683904,False,>=1.00,p<100M,40397051,40397051,positive,False,False,True,True,True,True,False,False,0.0579228585683904,16.514267345217604,40397051,False,theta_local,positive,40397051,40397051,16.514267345217604,positive,False,True,False,False,-3174.522026014984,-3191.712943295201,-17.19091728021749,negative,0.05604219039259316,4.547473508864641e-13,4.547473508864641e-13,40397051,2,1.4824710748991613e-15,hexc_01136,40397051,False,True,True,True,False,0.0,False,0.05604219039259464,0.001880668175795755,0.001880668175795755,0.032468497278586854,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1138,33489319,0.50-0.55,33489318,1,-2892.980868963124,-2909.98425600826,-17.003387045135696,300.2158188837451,0.0576878486927585,False,0.50-1.00,p<100M,33489319,33489319,positive,False,False,True,True,True,True,False,False,0.0576878486927585,16.326737110135454,33489319,False,theta_local,positive,33489319,33489319,16.326737110135454,positive,False,True,False,False,-2892.980868963124,-2909.98425600826,-17.003387045135696,negative,0.05663721221738835,4.547473508864641e-13,-4.547473508864641e-13,33489319,2,1.5147348083698396e-15,hexc_01137,33489319,False,True,True,True,False,0.0,False,0.05663721221738986,0.001050636475368641,0.001050636475368641,0.018212439866916483,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1139,33921133,0.50-0.55,33921132,1,-2935.11404157787,-2952.1302402833226,-17.016198705452553,300.6599515629105,0.0577584668244067,False,0.50-1.00,p<100M,33921133,33921133,positive,False,False,True,True,True,True,False,False,0.0577584668244067,16.33954877045278,33921133,False,theta_local,positive,33921133,33921133,16.33954877045278,positive,False,True,False,False,-2935.11404157787,-2952.1302402833226,-17.016198705452553,negative,0.05659615993749024,0.0,0.0,33921132,2,0.0,hexc_01138,33921133,False,True,True,True,False,0.0,False,0.05659615993749024,0.0011623068869164588,0.0011623068869164588,0.02012357582915114,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1140,109452439,0.50-0.55,109452438,1,-5230.66322522632,-5248.850875827153,-18.187650600832967,342.657145650465,0.054684290006421,False,>=1.00,100M<=p<500M,109452439,109452439,positive,False,False,True,True,True,True,False,False,0.054684290006421,17.51100066583287,109452439,False,theta_local,positive,109452439,109452439,17.51100066583287,positive,False,True,False,False,-5230.66322522632,-5248.850875827153,-18.187650600832967,negative,0.05307827614774356,0.0,0.0,109452438,2,0.0,hexc_01139,109452439,False,True,True,True,False,0.0,False,0.05307827614774356,0.001606013858677438,0.001606013858677438,0.02936883442189449,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1141,179380801,0.50-0.55,179380800,1,-6713.808384274495,-6732.490055693521,-18.68167141902541,361.1908416082487,0.0527310857325823,False,0.50-1.00,100M<=p<500M,179380801,179380801,positive,False,False,True,True,True,True,False,False,0.0527310857325823,18.00502148402492,179380801,False,theta_local,positive,179380801,179380801,18.00502148402492,positive,False,True,False,False,-6713.808384274495,-6732.490055693521,-18.68167141902541,negative,0.0517224394058356,0.0,0.0,179380800,2,0.0,hexc_01140,179380801,False,True,True,True,False,0.0,False,0.0517224394058356,0.0010086463267466941,0.0010086463267466941,0.01912811603883696,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1142,109507313,0.50-0.55,109507312,1,-5232.351590267045,-5250.539742092425,-18.188151825379464,342.67570223750204,0.0546230160820673,False,>=1.00,100M<=p<500M,109507313,109507313,positive,False,False,True,True,True,True,False,False,0.0546230160820673,17.51150189037892,109507313,False,theta_local,positive,109507313,109507313,17.51150189037892,positive,False,True,False,False,-5232.351590267045,-5250.539742092425,-18.188151825379464,negative,0.0530768645299911,0.0,0.0,109507312,2,0.0,hexc_01141,109507313,False,True,True,True,False,0.0,False,0.0530768645299911,0.0015461515520761998,0.0015461515520761998,0.028305861942028505,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1143,109709489,0.50-0.55,109709488,1,-5239.474400766427,-5257.664397122475,-18.18999635604814,342.7439957057605,0.0541159908639181,False,0.50-1.00,100M<=p<500M,109709489,109709489,positive,False,False,True,True,True,True,False,False,0.0541159908639181,17.5133464210488,109709489,False,theta_local,positive,109709489,109709489,17.5133464210488,positive,False,True,False,False,-5239.474400766427,-5257.664397122475,-18.18999635604814,negative,0.05307167035440622,0.0,0.0,109709488,2,0.0,hexc_01142,109709489,False,True,True,True,False,0.0,False,0.05307167035440622,0.0010443205095118785,0.0010443205095118785,0.019297817388911204,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1144,30402077,0.50-0.55,30402076,1,-2749.9948713987897,-2766.9015428202006,-16.90667142141092,296.8736404221849,0.059307463297189,False,>=1.00,p<100M,30402077,30402077,positive,False,False,True,True,True,True,False,False,0.059307463297189,16.230021486411005,30402077,False,theta_local,positive,30402077,30402077,16.230021486411005,positive,False,True,False,False,-2749.9948713987897,-2766.9015428202006,-16.90667142141092,negative,0.056949048751407806,0.0,0.0,30402076,2,0.0,hexc_01143,30402077,False,True,True,True,False,0.0,False,0.056949048751407806,0.002358414545781194,0.002358414545781194,0.03976589816298847,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1145,30402173,0.50-0.55,30402172,1,-2755.1645170022603,-2772.0711915813454,-16.90667457908512,296.873749235777,0.0583819238538428,False,0.50-1.00,p<100M,30402173,30402173,positive,False,False,True,True,True,True,False,False,0.0583819238538428,16.230024644085017,30402173,False,theta_local,positive,30402173,30402173,16.230024644085017,positive,False,True,False,False,-2755.1645170022603,-2772.0711915813454,-16.90667457908512,negative,0.056949038514206414,0.0,0.0,30402172,2,0.0,hexc_01144,30402173,False,True,True,True,False,0.0,False,0.056949038514206414,0.0014328853396363833,0.0014328853396363833,0.024543304588995115,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1146,604814009,0.50-0.55,604814008,1,-12322.835473072046,-12342.732554552636,-19.89708148058889,408.865851889909,0.0494756295158382,True,0.50-1.00,p>=500M,604814009,604814009,positive,False,False,False,True,True,True,False,False,0.0494756295158382,19.22043154559044,604814009,True,theta_local,positive,604814009,604814009,19.22043154559044,positive,True,False,False,False,-12322.835473072046,-12342.732554552636,-19.89708148058889,negative,0.04866408233560764,1.8189894035458565e-12,-1.8189894035458565e-12,604814009,2,4.448866040384406e-15,hexc_01145,604814009,False,True,True,True,False,0.0,False,0.04866408233561209,0.0008115471802261076,0.0008115471802261076,0.01640296825260837,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1147,1518089,0.50-0.55,1518088,1,-613.579960500205,-627.4895733001999,-13.909612799994989,202.57723191632883,0.0696981157976294,False,0.25-0.50,p<100M,1518089,1518089,positive,False,False,True,True,True,True,False,False,0.0696981157976294,13.232962864995075,1518089,False,theta_local,positive,1518089,1518089,13.232962864995075,positive,False,True,False,False,-613.579960500205,-627.4895733001999,-13.909612799994989,negative,0.06866325829617478,0.0,0.0,1518088,2,0.0,hexc_01146,1518089,False,True,True,True,False,0.0,False,0.06866325829617478,0.001034857501454614,0.001034857501454614,0.014847711299102466,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1148,33916499,0.50-0.55,33916498,1,-2908.073451673103,-2925.0895137582206,-17.016062085117483,300.65521371164954,0.0585439458953165,False,>=1.00,p<100M,33916499,33916499,positive,False,False,True,True,True,True,False,False,0.0585439458953165,16.339412150117706,33916499,False,theta_local,positive,33916499,33916499,16.339412150117706,positive,False,True,False,False,-2908.073451673103,-2925.0895137582206,-17.016062085117483,negative,0.05659659739490544,0.0,0.0,33916498,2,0.0,hexc_01147,33916499,False,True,True,True,False,0.0,False,0.05659659739490544,0.0019473485004110613,0.0019473485004110613,0.03326302097732105,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1149,604692527,0.50-0.55,604692526,1,-12301.176601383844,-12321.073481985815,-19.89688060197296,408.8577282255926,0.0502751394000731,True,>=1.00,p>=500M,604692527,604692527,positive,False,False,False,True,True,True,False,False,0.0502751394000731,19.22023066697293,604692527,True,theta_local,positive,604692527,604692527,19.22023066697293,positive,True,False,False,False,-12301.176601383844,-12321.073481985815,-19.89688060197296,negative,0.048664557933938805,1.8189894035458565e-12,1.8189894035458565e-12,604692527,2,4.448954435666691e-15,hexc_01148,604692527,False,True,True,True,False,0.0,False,0.04866455793394325,0.0016105814661298498,0.0016105814661298498,0.032035345607167184,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1150,33822053,0.50-0.55,33822052,1,-2907.8851007136445,-2924.8983742519627,-17.013273538318117,300.5585179631199,0.0572889911098015,False,0.25-0.50,p<100M,33822053,33822053,positive,False,False,True,True,True,True,False,False,0.0572889911098015,16.336623603317918,33822053,False,theta_local,positive,33822053,33822053,16.336623603317918,positive,False,True,False,False,-2907.8851007136445,-2924.8983742519627,-17.013273538318117,negative,0.05660552778080218,0.0,0.0,33822052,2,0.0,hexc_01149,33822053,False,True,True,True,False,0.0,False,0.05660552778080218,0.0006834633289993161,0.0006834633289993161,0.011930098885654546,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1151,30405101,0.50-0.55,30405100,1,-2755.268223211985,-2772.174994095338,-16.906770883353147,296.87706789486936,0.0583189578507988,False,0.50-1.00,p<100M,30405101,30405101,positive,False,False,True,True,True,True,False,False,0.0583189578507988,16.230120948352898,30405101,False,theta_local,positive,30405101,30405101,16.230120948352898,positive,False,True,False,False,-2755.268223211985,-2772.174994095338,-16.906770883353147,negative,0.05694872629683948,0.0,0.0,30405100,2,0.0,hexc_01150,30405101,False,True,True,True,False,0.0,False,0.05694872629683948,0.0013702315539593155,0.0013702315539593155,0.023495473932590983,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1152,109688263,0.50-0.55,109688262,1,-5280.98952134121,-5299.179324203936,-18.189802862725628,342.7368313253557,0.0536493335791564,False,0.25-0.50,100M<=p<500M,109688263,109688263,positive,False,False,True,True,True,True,False,False,0.0536493335791564,17.51315292772562,109688263,False,theta_local,positive,109688263,109688263,17.51315292772562,positive,False,True,False,False,-5280.98952134121,-5299.179324203936,-18.189802862725628,negative,0.05307221518150257,0.0,0.0,109688262,2,0.0,hexc_01151,109688263,False,True,True,True,False,0.0,False,0.05307221518150257,0.000577118397653828,0.000577118397653828,0.01075723329912988,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1153,604205809,0.50-0.55,604205808,1,-12298.148618392192,-12318.044693768428,-19.89607537623669,408.8251651737313,0.0500916480596878,True,>=1.00,p>=500M,604205809,604205809,positive,False,False,False,True,True,True,False,False,0.0500916480596878,19.219425441236734,604205809,True,theta_local,positive,604205809,604205809,19.219425441236734,positive,True,False,False,False,-12298.148618392192,-12318.044693768428,-19.89607537623669,negative,0.04866646447212173,0.0,0.0,604205808,2,0.0,hexc_01152,604205809,False,True,True,True,False,0.0,False,0.04866646447212173,0.0014251835875660687,0.0014251835875660687,0.02845152121702724,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1154,179151251,0.50-0.55,179151250,1,-6693.930472789953,-6712.610863709619,-18.680390919666024,361.1421714122749,0.0531896390827967,False,>=1.00,100M<=p<500M,179151251,179151251,positive,False,False,True,True,True,True,False,False,0.0531896390827967,18.003740984666017,179151251,False,theta_local,positive,179151251,179151251,18.003740984666017,positive,False,True,False,False,-6693.930472789953,-6712.610863709619,-18.680390919666024,negative,0.05172586421191102,0.0,0.0,179151250,2,0.0,hexc_01153,179151251,False,True,True,True,False,0.0,False,0.05172586421191102,0.001463774870885677,0.001463774870885677,0.02751992485993594,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1155,179408683,0.50-0.55,179408682,1,-6698.186543122711,-6716.868369964352,-18.68182684164094,361.1967492527082,0.0532792716347628,False,>=1.00,100M<=p<500M,179408683,179408683,positive,False,False,True,True,True,True,False,False,0.0532792716347628,18.00517690664068,179408683,False,theta_local,positive,179408683,179408683,18.00517690664068,positive,False,True,False,False,-6698.186543122711,-6716.868369964352,-18.68182684164094,negative,0.05172202374548605,0.0,0.0,179408682,2,0.0,hexc_01154,179408683,False,True,True,True,False,0.0,False,0.05172202374548605,0.0015572478892767541,0.0015572478892767541,0.029228025111752955,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1156,31018763,0.50-0.55,31018762,1,-2784.166431361288,-2801.093184133707,-16.92675277241915,297.5660479015362,0.0577392055749262,False,0.50-1.00,p<100M,31018763,31018763,positive,False,False,True,True,True,True,False,False,0.0577392055749262,16.25010283741915,31018763,False,theta_local,positive,31018763,31018763,16.25010283741915,positive,False,True,False,False,-2784.166431361288,-2801.093184133707,-16.92675277241915,negative,0.05688401916746956,0.0,0.0,31018762,2,0.0,hexc_01155,31018763,False,True,True,True,False,0.0,False,0.05688401916746956,0.0008551864074566387,0.0008551864074566387,0.01481119109522372,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1157,179149627,0.50-0.55,179149626,1,-6710.588570189643,-6729.268952044303,-18.68038185465957,361.1418268742635,0.052449097351866,False,0.50-1.00,100M<=p<500M,179149627,179149627,positive,False,False,True,True,True,True,False,False,0.052449097351866,18.003731919658925,179149627,False,theta_local,positive,179149627,179149627,18.003731919658925,positive,False,True,False,False,-6710.588570189643,-6729.268952044303,-18.68038185465957,negative,0.051725888458673056,0.0,0.0,179149626,2,0.0,hexc_01156,179149627,False,True,True,True,False,0.0,False,0.051725888458673056,0.0007232088931929462,0.0007232088931929462,0.013788776732250404,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
1158,108625471,0.50-0.55,108625470,1,-5208.908102115018,-5227.088168527577,-18.180066412559427,342.376421341996,0.0548992148437754,False,>=1.00,100M<=p<500M,108625471,108625471,positive,False,False,True,True,True,True,False,False,0.0548992148437754,17.50341647755884,108625471,False,theta_local,positive,108625471,108625471,17.50341647755884,positive,False,True,False,False,-5208.908102115018,-5227.088168527577,-18.180066412559427,negative,0.053099644950139725,0.0,0.0,108625470,2,0.0,hexc_01157,108625471,False,True,True,True,False,0.0,False,0.053099644950139725,0.0017995698936356733,0.0017995698936356733,0.03277951968450989,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
